,variavel,grupo_1,grupo_2,media_grupo_1,media_grupo_2,estatistica_t,p_valor,alpha,rejeita_h0
0,temp_max,Petrolina/PE,Ribeirao Preto/SP,34.15,29.809,66.10213255806083,0.0,0.05,Sim
