,variavel,grupo_1,grupo_2,media_grupo_1,media_grupo_2,estatistica_t,p_valor,alpha,rejeita_h0
0,indice_risco_climatico,Petrolina/PE,Ribeirao Preto/SP,1.325,0.72,22.509249999463414,3.0388157712200003e-108,0.05,Sim
