data,cidade,latitude,longitude,temp_media,temp_max,temp_min,precipitacao,umidade,vento,radiacao_solar,ano,mes,risco_calor,risco_seca,risco_radiacao,risco_umidade,indice_risco_climatico,classificacao_risco
2015-01-01,Petrolina/PE,-9.3986,-40.5008,28.95,36.32,22.59,0.0,46.6,4.0,21.48,2015,1,True,True,False,True,3,Alto
2015-01-02,Petrolina/PE,-9.3986,-40.5008,28.66,35.24,22.12,0.04,52.15,3.08,22.42,2015,1,True,False,False,False,1,Baixo
2015-01-03,Petrolina/PE,-9.3986,-40.5008,29.33,36.77,21.6,0.02,45.21,3.56,27.14,2015,1,True,False,True,True,3,Alto
2015-01-04,Petrolina/PE,-9.3986,-40.5008,28.59,35.39,21.59,0.0,43.05,3.54,26.02,2015,1,True,True,True,True,4,Alto
2015-01-05,Petrolina/PE,-9.3986,-40.5008,28.42,34.44,22.31,0.0,49.65,3.71,23.58,2015,1,False,True,False,True,2,Médio
2015-01-06,Petrolina/PE,-9.3986,-40.5008,28.57,34.45,23.62,0.0,51.21,3.58,25.67,2015,1,False,True,True,False,2,Médio
2015-01-07,Petrolina/PE,-9.3986,-40.5008,28.82,35.4,22.05,0.01,49.28,4.53,21.07,2015,1,True,False,False,True,2,Médio
2015-01-08,Petrolina/PE,-9.3986,-40.5008,28.31,34.68,22.56,0.05,52.64,4.83,21.93,2015,1,False,False,False,False,0,Baixo
2015-01-09,Petrolina/PE,-9.3986,-40.5008,28.63,36.12,21.32,0.02,49.48,4.55,27.37,2015,1,True,False,True,True,3,Alto
2015-01-10,Petrolina/PE,-9.3986,-40.5008,29.04,36.7,21.41,0.0,47.25,4.55,27.62,2015,1,True,True,True,True,4,Alto
2015-01-11,Petrolina/PE,-9.3986,-40.5008,29.7,37.35,22.31,0.01,47.73,4.8,26.86,2015,1,True,False,True,True,3,Alto
2015-01-12,Petrolina/PE,-9.3986,-40.5008,29.25,36.12,23.0,0.0,48.37,4.91,25.19,2015,1,True,True,True,True,4,Alto
2015-01-13,Petrolina/PE,-9.3986,-40.5008,27.55,33.86,21.74,0.0,48.11,4.58,26.11,2015,1,False,True,True,True,3,Alto
2015-01-14,Petrolina/PE,-9.3986,-40.5008,29.04,36.02,21.88,0.0,46.73,4.07,26.77,2015,1,True,True,True,True,4,Alto
2015-01-15,Petrolina/PE,-9.3986,-40.5008,28.9,35.68,21.92,0.0,46.81,4.3,23.6,2015,1,True,True,False,True,3,Alto
2015-01-16,Petrolina/PE,-9.3986,-40.5008,29.16,36.24,21.68,0.0,45.42,3.96,25.64,2015,1,True,True,True,True,4,Alto
2015-01-17,Petrolina/PE,-9.3986,-40.5008,29.98,36.74,22.51,0.0,42.59,3.87,27.61,2015,1,True,True,True,True,4,Alto
2015-01-18,Petrolina/PE,-9.3986,-40.5008,30.06,37.18,22.93,0.0,43.7,3.98,27.68,2015,1,True,True,True,True,4,Alto
2015-01-19,Petrolina/PE,-9.3986,-40.5008,29.87,36.98,22.29,0.08,43.55,4.35,27.68,2015,1,True,False,True,True,3,Alto
2015-01-20,Petrolina/PE,-9.3986,-40.5008,29.95,37.19,22.42,0.0,42.64,3.97,26.15,2015,1,True,True,True,True,4,Alto
2015-01-21,Petrolina/PE,-9.3986,-40.5008,28.54,33.57,22.81,0.0,49.08,3.09,20.12,2015,1,False,True,False,True,2,Médio
2015-01-22,Petrolina/PE,-9.3986,-40.5008,27.26,31.21,24.17,2.1,56.75,2.73,18.14,2015,1,False,False,False,False,0,Baixo
2015-01-23,Petrolina/PE,-9.3986,-40.5008,27.65,34.41,22.07,1.37,51.09,3.84,22.22,2015,1,False,False,False,False,0,Baixo
2015-01-24,Petrolina/PE,-9.3986,-40.5008,28.37,35.41,21.47,0.46,51.3,3.99,22.41,2015,1,True,False,False,False,1,Baixo
2015-01-25,Petrolina/PE,-9.3986,-40.5008,26.9,33.04,22.24,1.5,60.65,3.11,18.94,2015,1,False,False,False,False,0,Baixo
2015-01-26,Petrolina/PE,-9.3986,-40.5008,27.54,33.68,22.56,0.06,55.03,2.35,23.64,2015,1,False,False,False,False,0,Baixo
2015-01-27,Petrolina/PE,-9.3986,-40.5008,28.58,36.32,21.39,0.0,46.56,3.84,26.9,2015,1,True,True,True,True,4,Alto
2015-01-28,Petrolina/PE,-9.3986,-40.5008,28.72,36.89,21.04,0.0,45.6,4.45,29.8,2015,1,True,True,True,True,4,Alto
2015-01-29,Petrolina/PE,-9.3986,-40.5008,28.84,37.07,20.77,0.0,45.72,4.05,29.3,2015,1,True,True,True,True,4,Alto
2015-01-30,Petrolina/PE,-9.3986,-40.5008,30.08,36.84,23.47,0.01,52.12,3.66,21.76,2015,1,True,False,False,False,1,Baixo
2015-01-31,Petrolina/PE,-9.3986,-40.5008,29.68,36.61,23.62,0.0,49.18,4.04,22.97,2015,1,True,True,False,True,3,Alto
2015-02-01,Petrolina/PE,-9.3986,-40.5008,29.36,35.78,23.0,0.0,49.53,4.46,18.12,2015,2,True,True,False,True,3,Alto
2015-02-02,Petrolina/PE,-9.3986,-40.5008,29.65,36.42,22.63,0.0,46.9,4.27,23.02,2015,2,True,True,False,True,3,Alto
2015-02-03,Petrolina/PE,-9.3986,-40.5008,27.84,33.72,23.69,1.22,56.19,3.19,20.35,2015,2,False,False,False,False,0,Baixo
2015-02-04,Petrolina/PE,-9.3986,-40.5008,24.29,27.54,21.45,4.61,76.68,2.18,9.8,2015,2,False,False,False,False,0,Baixo
2015-02-05,Petrolina/PE,-9.3986,-40.5008,26.76,34.14,19.88,3.18,63.3,2.02,18.66,2015,2,False,False,False,False,0,Baixo
2015-02-06,Petrolina/PE,-9.3986,-40.5008,28.92,35.98,21.65,0.36,54.78,2.43,21.47,2015,2,True,False,False,False,1,Baixo
2015-02-07,Petrolina/PE,-9.3986,-40.5008,28.6,34.84,22.87,0.06,51.52,2.79,22.54,2015,2,False,False,False,False,0,Baixo
2015-02-08,Petrolina/PE,-9.3986,-40.5008,29.2,36.33,22.59,0.01,49.49,4.08,23.23,2015,2,True,False,False,True,2,Médio
2015-02-09,Petrolina/PE,-9.3986,-40.5008,28.99,36.69,21.66,0.03,49.85,4.87,26.65,2015,2,True,False,True,True,3,Alto
2015-02-10,Petrolina/PE,-9.3986,-40.5008,28.91,36.7,21.14,0.01,47.86,4.6,28.78,2015,2,True,False,True,True,3,Alto
2015-02-11,Petrolina/PE,-9.3986,-40.5008,29.41,36.77,22.33,0.0,49.16,4.96,26.74,2015,2,True,True,True,True,4,Alto
2015-02-12,Petrolina/PE,-9.3986,-40.5008,29.72,36.64,22.74,0.03,49.37,4.17,25.2,2015,2,True,False,True,True,3,Alto
2015-02-13,Petrolina/PE,-9.3986,-40.5008,29.69,36.9,22.84,0.1,48.98,4.36,25.11,2015,2,True,False,True,True,3,Alto
2015-02-14,Petrolina/PE,-9.3986,-40.5008,27.68,32.95,23.39,0.03,49.52,3.7,20.46,2015,2,False,False,False,True,1,Baixo
2015-02-15,Petrolina/PE,-9.3986,-40.5008,26.92,30.81,23.19,1.51,57.22,2.96,17.6,2015,2,False,False,False,False,0,Baixo
2015-02-16,Petrolina/PE,-9.3986,-40.5008,28.22,35.7,20.86,1.24,58.34,3.33,23.95,2015,2,True,False,False,False,1,Baixo
2015-02-17,Petrolina/PE,-9.3986,-40.5008,28.48,35.31,21.94,0.13,54.66,4.42,22.53,2015,2,True,False,False,False,1,Baixo
2015-02-18,Petrolina/PE,-9.3986,-40.5008,28.58,36.0,22.53,1.28,57.41,4.39,20.13,2015,2,True,False,False,False,1,Baixo
2015-02-19,Petrolina/PE,-9.3986,-40.5008,27.62,34.27,22.71,1.92,58.65,3.52,20.36,2015,2,False,False,False,False,0,Baixo
2015-02-20,Petrolina/PE,-9.3986,-40.5008,26.82,34.07,21.31,5.32,60.16,4.0,17.96,2015,2,False,False,False,False,0,Baixo
2015-02-21,Petrolina/PE,-9.3986,-40.5008,25.45,31.9,20.75,6.79,70.31,3.56,21.86,2015,2,False,False,False,False,0,Baixo
2015-02-22,Petrolina/PE,-9.3986,-40.5008,23.91,28.66,20.82,7.97,77.82,3.22,11.89,2015,2,False,False,False,False,0,Baixo
2015-02-23,Petrolina/PE,-9.3986,-40.5008,24.5,31.58,19.87,7.2,74.1,3.76,17.91,2015,2,False,False,False,False,0,Baixo
2015-02-24,Petrolina/PE,-9.3986,-40.5008,24.29,28.41,21.35,4.35,79.66,3.58,15.31,2015,2,False,False,False,False,0,Baixo
2015-02-25,Petrolina/PE,-9.3986,-40.5008,27.02,34.58,21.09,0.29,64.83,4.22,20.53,2015,2,False,False,False,False,0,Baixo
2015-02-26,Petrolina/PE,-9.3986,-40.5008,27.23,34.8,21.13,0.46,63.65,3.64,23.32,2015,2,False,False,False,False,0,Baixo
2015-02-27,Petrolina/PE,-9.3986,-40.5008,27.92,35.18,21.21,0.32,63.02,2.17,24.95,2015,2,True,False,True,False,2,Médio
2015-02-28,Petrolina/PE,-9.3986,-40.5008,27.38,32.36,22.55,1.16,66.53,1.93,22.81,2015,2,False,False,False,False,0,Baixo
2015-03-01,Petrolina/PE,-9.3986,-40.5008,27.03,32.57,21.8,5.05,70.83,2.14,21.33,2015,3,False,False,False,False,0,Baixo
2015-03-02,Petrolina/PE,-9.3986,-40.5008,26.21,30.91,22.13,2.61,69.49,3.22,15.51,2015,3,False,False,False,False,0,Baixo
2015-03-03,Petrolina/PE,-9.3986,-40.5008,26.85,33.16,21.42,0.02,61.11,3.57,22.04,2015,3,False,False,False,False,0,Baixo
2015-03-04,Petrolina/PE,-9.3986,-40.5008,26.23,32.98,20.77,0.0,57.44,3.35,27.26,2015,3,False,True,True,False,2,Médio
2015-03-05,Petrolina/PE,-9.3986,-40.5008,27.17,35.34,20.56,0.05,61.94,3.66,25.43,2015,3,True,False,True,False,2,Médio
2015-03-06,Petrolina/PE,-9.3986,-40.5008,27.38,34.11,21.45,0.02,64.74,3.68,23.4,2015,3,False,False,False,False,0,Baixo
2015-03-07,Petrolina/PE,-9.3986,-40.5008,28.24,35.96,21.48,0.0,56.36,3.93,24.18,2015,3,True,True,True,False,3,Alto
2015-03-08,Petrolina/PE,-9.3986,-40.5008,28.54,36.14,21.11,0.0,52.68,3.64,24.45,2015,3,True,True,True,False,3,Alto
2015-03-09,Petrolina/PE,-9.3986,-40.5008,28.8,35.96,22.92,0.15,58.8,3.93,23.09,2015,3,True,False,False,False,1,Baixo
2015-03-10,Petrolina/PE,-9.3986,-40.5008,29.68,36.48,23.76,0.24,55.07,3.72,20.37,2015,3,True,False,False,False,1,Baixo
2015-03-11,Petrolina/PE,-9.3986,-40.5008,29.65,37.03,23.07,0.47,49.89,4.18,22.81,2015,3,True,False,False,True,2,Médio
2015-03-12,Petrolina/PE,-9.3986,-40.5008,28.95,36.64,21.49,0.15,48.42,3.51,26.12,2015,3,True,False,True,True,3,Alto
2015-03-13,Petrolina/PE,-9.3986,-40.5008,29.35,36.51,22.99,0.38,51.28,4.07,26.17,2015,3,True,False,True,False,2,Médio
2015-03-14,Petrolina/PE,-9.3986,-40.5008,29.12,36.98,22.08,0.04,46.47,4.19,28.03,2015,3,True,False,True,True,3,Alto
2015-03-15,Petrolina/PE,-9.3986,-40.5008,28.69,36.44,21.53,0.0,47.15,3.92,26.86,2015,3,True,True,True,True,4,Alto
2015-03-16,Petrolina/PE,-9.3986,-40.5008,29.66,36.86,22.12,0.03,46.36,3.46,23.04,2015,3,True,False,False,True,2,Médio
2015-03-17,Petrolina/PE,-9.3986,-40.5008,28.64,32.79,23.96,0.14,55.35,3.47,18.56,2015,3,False,False,False,False,0,Baixo
2015-03-18,Petrolina/PE,-9.3986,-40.5008,28.6,34.37,23.46,0.01,52.26,3.33,17.26,2015,3,False,False,False,False,0,Baixo
2015-03-19,Petrolina/PE,-9.3986,-40.5008,28.86,35.33,23.05,0.05,48.03,3.48,20.21,2015,3,True,False,False,True,2,Médio
2015-03-20,Petrolina/PE,-9.3986,-40.5008,28.97,36.36,22.91,0.0,43.34,3.53,23.47,2015,3,True,True,False,True,3,Alto
2015-03-21,Petrolina/PE,-9.3986,-40.5008,27.18,33.32,22.84,7.83,59.15,2.22,17.6,2015,3,False,False,False,False,0,Baixo
2015-03-22,Petrolina/PE,-9.3986,-40.5008,23.62,25.71,22.52,13.93,87.06,1.32,15.09,2015,3,False,False,False,False,0,Baixo
2015-03-23,Petrolina/PE,-9.3986,-40.5008,24.02,26.54,22.05,2.45,82.67,1.18,13.73,2015,3,False,False,False,False,0,Baixo
2015-03-24,Petrolina/PE,-9.3986,-40.5008,26.83,33.48,20.75,1.72,69.15,2.2,19.59,2015,3,False,False,False,False,0,Baixo
2015-03-25,Petrolina/PE,-9.3986,-40.5008,27.78,34.4,21.8,0.13,64.68,2.42,20.94,2015,3,False,False,False,False,0,Baixo
2015-03-26,Petrolina/PE,-9.3986,-40.5008,28.31,35.38,21.6,0.06,60.84,2.41,23.13,2015,3,True,False,False,False,1,Baixo
2015-03-27,Petrolina/PE,-9.3986,-40.5008,28.59,35.57,22.62,0.01,57.55,2.95,24.61,2015,3,True,False,True,False,2,Médio
2015-03-28,Petrolina/PE,-9.3986,-40.5008,28.8,35.61,22.91,0.0,56.6,3.04,22.24,2015,3,True,True,False,False,2,Médio
2015-03-29,Petrolina/PE,-9.3986,-40.5008,27.51,35.79,20.77,0.0,52.42,2.34,25.88,2015,3,True,True,True,False,3,Alto
2015-03-30,Petrolina/PE,-9.3986,-40.5008,28.84,36.49,21.83,0.14,54.04,2.95,24.78,2015,3,True,False,True,False,2,Médio
2015-03-31,Petrolina/PE,-9.3986,-40.5008,28.62,36.46,22.27,0.0,48.9,3.12,25.8,2015,3,True,True,True,True,4,Alto
2015-04-01,Petrolina/PE,-9.3986,-40.5008,28.57,37.0,20.83,0.0,46.44,2.84,27.01,2015,4,True,True,True,True,4,Alto
2015-04-02,Petrolina/PE,-9.3986,-40.5008,28.98,37.13,22.5,0.16,47.46,2.79,25.09,2015,4,True,False,True,True,3,Alto
2015-04-03,Petrolina/PE,-9.3986,-40.5008,28.86,37.19,21.17,0.08,43.48,3.52,27.01,2015,4,True,False,True,True,3,Alto
2015-04-04,Petrolina/PE,-9.3986,-40.5008,28.68,35.75,22.37,2.36,56.58,3.33,23.46,2015,4,True,False,False,False,1,Baixo
2015-04-05,Petrolina/PE,-9.3986,-40.5008,27.17,32.97,22.63,15.26,70.46,2.03,20.11,2015,4,False,False,False,False,0,Baixo
2015-04-06,Petrolina/PE,-9.3986,-40.5008,27.05,32.76,22.82,8.55,71.46,1.53,22.52,2015,4,False,False,False,False,0,Baixo
2015-04-07,Petrolina/PE,-9.3986,-40.5008,27.85,32.57,22.61,19.5,66.97,1.59,17.7,2015,4,False,False,False,False,0,Baixo
2015-04-08,Petrolina/PE,-9.3986,-40.5008,27.52,31.64,23.82,9.41,70.3,1.08,12.14,2015,4,False,False,False,False,0,Baixo
2015-04-09,Petrolina/PE,-9.3986,-40.5008,27.0,32.88,22.25,0.51,72.28,3.24,20.46,2015,4,False,False,False,False,0,Baixo
2015-04-10,Petrolina/PE,-9.3986,-40.5008,26.8,32.54,22.48,0.52,71.81,3.65,21.49,2015,4,False,False,False,False,0,Baixo
2015-04-11,Petrolina/PE,-9.3986,-40.5008,26.06,31.85,21.7,1.36,72.91,3.87,18.16,2015,4,False,False,False,False,0,Baixo
2015-04-12,Petrolina/PE,-9.3986,-40.5008,26.82,33.6,21.45,0.06,67.35,4.04,17.69,2015,4,False,False,False,False,0,Baixo
2015-04-13,Petrolina/PE,-9.3986,-40.5008,27.21,33.87,22.2,0.18,69.78,3.86,18.27,2015,4,False,False,False,False,0,Baixo
2015-04-14,Petrolina/PE,-9.3986,-40.5008,27.59,34.26,22.67,0.11,65.45,3.81,18.68,2015,4,False,False,False,False,0,Baixo
2015-04-15,Petrolina/PE,-9.3986,-40.5008,27.13,34.6,21.26,0.04,61.96,3.7,20.38,2015,4,False,False,False,False,0,Baixo
2015-04-16,Petrolina/PE,-9.3986,-40.5008,26.96,34.59,20.63,0.0,60.84,3.05,24.75,2015,4,False,True,True,False,2,Médio
2015-04-17,Petrolina/PE,-9.3986,-40.5008,27.25,35.0,20.86,0.0,60.01,3.1,24.41,2015,4,True,True,True,False,3,Alto
2015-04-18,Petrolina/PE,-9.3986,-40.5008,27.56,35.1,21.89,0.02,60.27,3.44,22.86,2015,4,True,False,False,False,1,Baixo
2015-04-19,Petrolina/PE,-9.3986,-40.5008,27.9,35.32,21.43,0.0,60.47,3.47,22.78,2015,4,True,True,False,False,2,Médio
2015-04-20,Petrolina/PE,-9.3986,-40.5008,28.0,34.56,22.36,2.21,64.34,2.57,18.35,2015,4,False,False,False,False,0,Baixo
2015-04-21,Petrolina/PE,-9.3986,-40.5008,26.98,32.79,22.56,4.62,69.86,2.31,16.15,2015,4,False,False,False,False,0,Baixo
2015-04-22,Petrolina/PE,-9.3986,-40.5008,27.77,34.68,21.49,0.23,62.54,2.36,21.29,2015,4,False,False,False,False,0,Baixo
2015-04-23,Petrolina/PE,-9.3986,-40.5008,27.72,33.99,22.55,1.24,66.4,2.76,21.1,2015,4,False,False,False,False,0,Baixo
2015-04-24,Petrolina/PE,-9.3986,-40.5008,26.77,32.83,23.33,1.0,70.43,2.63,17.78,2015,4,False,False,False,False,0,Baixo
2015-04-25,Petrolina/PE,-9.3986,-40.5008,27.67,34.76,21.64,0.14,63.86,2.44,18.93,2015,4,False,False,False,False,0,Baixo
2015-04-26,Petrolina/PE,-9.3986,-40.5008,27.59,34.25,20.98,1.7,62.89,2.07,21.27,2015,4,False,False,False,False,0,Baixo
2015-04-27,Petrolina/PE,-9.3986,-40.5008,26.86,32.93,22.27,2.97,67.05,3.46,18.08,2015,4,False,False,False,False,0,Baixo
2015-04-28,Petrolina/PE,-9.3986,-40.5008,26.84,33.54,21.78,1.05,65.16,3.52,20.47,2015,4,False,False,False,False,0,Baixo
2015-04-29,Petrolina/PE,-9.3986,-40.5008,27.36,34.21,21.32,0.02,62.47,3.13,20.11,2015,4,False,False,False,False,0,Baixo
2015-04-30,Petrolina/PE,-9.3986,-40.5008,27.63,34.05,22.03,0.0,60.04,2.94,19.09,2015,4,False,True,False,False,1,Baixo
2015-05-01,Petrolina/PE,-9.3986,-40.5008,26.85,32.37,22.34,0.0,61.26,3.41,17.61,2015,5,False,True,False,False,1,Baixo
2015-05-02,Petrolina/PE,-9.3986,-40.5008,26.88,33.15,21.71,0.14,60.23,3.9,13.2,2015,5,False,False,False,False,0,Baixo
2015-05-03,Petrolina/PE,-9.3986,-40.5008,26.94,33.71,21.97,0.41,60.67,4.3,16.59,2015,5,False,False,False,False,0,Baixo
2015-05-04,Petrolina/PE,-9.3986,-40.5008,27.18,34.16,20.95,0.12,59.72,3.93,19.68,2015,5,False,False,False,False,0,Baixo
2015-05-05,Petrolina/PE,-9.3986,-40.5008,27.78,35.03,21.16,0.0,57.79,3.42,14.95,2015,5,True,True,False,False,2,Médio
2015-05-06,Petrolina/PE,-9.3986,-40.5008,28.07,35.02,21.69,0.0,56.27,3.39,20.15,2015,5,True,True,False,False,2,Médio
2015-05-07,Petrolina/PE,-9.3986,-40.5008,28.16,35.52,21.29,0.01,53.14,3.42,20.21,2015,5,True,False,False,False,1,Baixo
2015-05-08,Petrolina/PE,-9.3986,-40.5008,28.58,35.77,21.57,0.18,52.65,3.46,20.99,2015,5,True,False,False,False,1,Baixo
2015-05-09,Petrolina/PE,-9.3986,-40.5008,28.25,35.12,22.48,0.05,54.47,4.77,16.27,2015,5,True,False,False,False,1,Baixo
2015-05-10,Petrolina/PE,-9.3986,-40.5008,28.03,34.91,21.7,0.11,54.05,4.17,17.2,2015,5,True,False,False,False,1,Baixo
2015-05-11,Petrolina/PE,-9.3986,-40.5008,28.36,34.85,22.23,0.0,54.32,2.88,21.34,2015,5,False,True,False,False,1,Baixo
2015-05-12,Petrolina/PE,-9.3986,-40.5008,28.04,34.35,22.14,0.0,54.02,3.05,20.04,2015,5,False,True,False,False,1,Baixo
2015-05-13,Petrolina/PE,-9.3986,-40.5008,29.07,35.86,23.07,0.0,49.58,4.09,18.31,2015,5,True,True,False,True,3,Alto
2015-05-14,Petrolina/PE,-9.3986,-40.5008,28.17,35.05,22.49,0.15,55.54,4.84,17.38,2015,5,True,False,False,False,1,Baixo
2015-05-15,Petrolina/PE,-9.3986,-40.5008,26.66,33.88,21.56,0.78,64.96,4.87,17.38,2015,5,False,False,False,False,0,Baixo
2015-05-16,Petrolina/PE,-9.3986,-40.5008,26.2,32.97,20.89,0.71,68.19,5.03,16.41,2015,5,False,False,False,False,0,Baixo
2015-05-17,Petrolina/PE,-9.3986,-40.5008,26.66,34.35,21.27,0.58,65.8,4.4,18.87,2015,5,False,False,False,False,0,Baixo
2015-05-18,Petrolina/PE,-9.3986,-40.5008,26.0,31.64,21.05,1.01,69.77,4.93,16.79,2015,5,False,False,False,False,0,Baixo
2015-05-19,Petrolina/PE,-9.3986,-40.5008,26.21,32.65,21.23,1.05,69.22,4.37,13.76,2015,5,False,False,False,False,0,Baixo
2015-05-20,Petrolina/PE,-9.3986,-40.5008,26.77,33.28,21.36,0.29,63.6,3.84,15.5,2015,5,False,False,False,False,0,Baixo
2015-05-21,Petrolina/PE,-9.3986,-40.5008,25.75,31.93,21.46,1.25,69.49,4.43,15.94,2015,5,False,False,False,False,0,Baixo
2015-05-22,Petrolina/PE,-9.3986,-40.5008,25.37,31.1,21.67,1.41,72.84,5.74,12.19,2015,5,False,False,False,False,0,Baixo
2015-05-23,Petrolina/PE,-9.3986,-40.5008,24.92,31.32,20.52,1.11,71.32,5.39,12.3,2015,5,False,False,False,False,0,Baixo
2015-05-24,Petrolina/PE,-9.3986,-40.5008,25.4,32.2,19.87,0.56,69.96,4.72,15.05,2015,5,False,False,False,False,0,Baixo
2015-05-25,Petrolina/PE,-9.3986,-40.5008,26.11,32.66,20.73,0.23,68.84,4.09,13.22,2015,5,False,False,False,False,0,Baixo
2015-05-26,Petrolina/PE,-9.3986,-40.5008,26.59,33.57,21.32,0.41,68.46,4.28,15.75,2015,5,False,False,False,False,0,Baixo
2015-05-27,Petrolina/PE,-9.3986,-40.5008,26.21,33.24,21.22,0.35,64.92,4.47,14.8,2015,5,False,False,False,False,0,Baixo
2015-05-28,Petrolina/PE,-9.3986,-40.5008,24.91,31.25,20.13,0.16,64.55,3.94,20.86,2015,5,False,False,False,False,0,Baixo
2015-05-29,Petrolina/PE,-9.3986,-40.5008,25.11,32.07,19.09,0.0,61.86,3.48,19.94,2015,5,False,True,False,False,1,Baixo
2015-05-30,Petrolina/PE,-9.3986,-40.5008,26.71,34.01,21.23,0.0,62.07,3.98,20.84,2015,5,False,True,False,False,1,Baixo
2015-05-31,Petrolina/PE,-9.3986,-40.5008,26.03,33.36,20.3,0.14,64.71,4.55,17.84,2015,5,False,False,False,False,0,Baixo
2015-06-01,Petrolina/PE,-9.3986,-40.5008,25.6,32.34,19.69,0.21,67.07,4.22,17.99,2015,6,False,False,False,False,0,Baixo
2015-06-02,Petrolina/PE,-9.3986,-40.5008,26.6,33.38,21.24,0.06,63.5,4.51,16.63,2015,6,False,False,False,False,0,Baixo
2015-06-03,Petrolina/PE,-9.3986,-40.5008,25.99,32.46,20.82,0.07,64.63,4.95,20.61,2015,6,False,False,False,False,0,Baixo
2015-06-04,Petrolina/PE,-9.3986,-40.5008,25.92,32.4,21.05,0.32,66.19,4.72,13.21,2015,6,False,False,False,False,0,Baixo
2015-06-05,Petrolina/PE,-9.3986,-40.5008,25.15,31.75,20.3,0.84,66.32,4.73,12.58,2015,6,False,False,False,False,0,Baixo
2015-06-06,Petrolina/PE,-9.3986,-40.5008,25.34,32.78,19.24,0.31,67.4,4.38,16.59,2015,6,False,False,False,False,0,Baixo
2015-06-07,Petrolina/PE,-9.3986,-40.5008,25.28,31.87,20.32,0.44,66.01,4.71,15.11,2015,6,False,False,False,False,0,Baixo
2015-06-08,Petrolina/PE,-9.3986,-40.5008,25.13,32.25,19.25,0.12,64.05,4.21,13.71,2015,6,False,False,False,False,0,Baixo
2015-06-09,Petrolina/PE,-9.3986,-40.5008,26.07,31.93,21.71,0.15,61.43,3.77,17.8,2015,6,False,False,False,False,0,Baixo
2015-06-10,Petrolina/PE,-9.3986,-40.5008,25.43,32.13,20.08,0.16,65.54,4.13,18.65,2015,6,False,False,False,False,0,Baixo
2015-06-11,Petrolina/PE,-9.3986,-40.5008,25.2,32.43,18.77,0.1,64.95,4.78,14.82,2015,6,False,False,False,False,0,Baixo
2015-06-12,Petrolina/PE,-9.3986,-40.5008,25.45,32.37,19.2,0.08,62.66,4.56,19.62,2015,6,False,False,False,False,0,Baixo
2015-06-13,Petrolina/PE,-9.3986,-40.5008,25.89,32.88,19.7,0.0,59.98,4.44,15.57,2015,6,False,True,False,False,1,Baixo
2015-06-14,Petrolina/PE,-9.3986,-40.5008,26.52,33.24,20.4,0.03,61.91,3.86,13.95,2015,6,False,False,False,False,0,Baixo
2015-06-15,Petrolina/PE,-9.3986,-40.5008,26.89,33.45,20.97,0.02,62.97,3.63,15.5,2015,6,False,False,False,False,0,Baixo
2015-06-16,Petrolina/PE,-9.3986,-40.5008,27.09,34.38,21.51,0.0,59.37,4.45,20.73,2015,6,False,True,False,False,1,Baixo
2015-06-17,Petrolina/PE,-9.3986,-40.5008,24.86,31.77,19.51,0.0,56.64,4.69,20.56,2015,6,False,True,False,False,1,Baixo
2015-06-18,Petrolina/PE,-9.3986,-40.5008,25.1,32.38,18.44,0.0,60.46,4.16,19.2,2015,6,False,True,False,False,1,Baixo
2015-06-19,Petrolina/PE,-9.3986,-40.5008,25.04,32.28,18.52,0.01,58.75,4.11,20.22,2015,6,False,False,False,False,0,Baixo
2015-06-20,Petrolina/PE,-9.3986,-40.5008,24.62,31.01,20.15,0.2,62.65,5.39,17.08,2015,6,False,False,False,False,0,Baixo
2015-06-21,Petrolina/PE,-9.3986,-40.5008,24.2,31.0,19.28,0.03,61.73,5.64,16.75,2015,6,False,False,False,False,0,Baixo
2015-06-22,Petrolina/PE,-9.3986,-40.5008,23.61,30.83,17.82,0.07,63.72,4.67,14.57,2015,6,False,False,False,False,0,Baixo
2015-06-23,Petrolina/PE,-9.3986,-40.5008,23.86,30.79,17.4,0.3,67.17,4.14,14.06,2015,6,False,False,False,False,0,Baixo
2015-06-24,Petrolina/PE,-9.3986,-40.5008,24.72,30.19,20.37,0.76,70.4,4.37,13.08,2015,6,False,False,False,False,0,Baixo
2015-06-25,Petrolina/PE,-9.3986,-40.5008,23.91,29.42,20.48,0.3,68.24,5.77,13.02,2015,6,False,False,False,False,0,Baixo
2015-06-26,Petrolina/PE,-9.3986,-40.5008,23.71,30.13,19.46,0.18,66.92,5.85,13.66,2015,6,False,False,False,False,0,Baixo
2015-06-27,Petrolina/PE,-9.3986,-40.5008,23.76,30.43,18.88,0.11,65.81,5.16,14.21,2015,6,False,False,False,False,0,Baixo
2015-06-28,Petrolina/PE,-9.3986,-40.5008,24.13,30.92,19.34,0.09,66.51,5.07,12.11,2015,6,False,False,False,False,0,Baixo
2015-06-29,Petrolina/PE,-9.3986,-40.5008,24.46,30.96,19.38,0.03,66.26,4.81,15.77,2015,6,False,False,False,False,0,Baixo
2015-06-30,Petrolina/PE,-9.3986,-40.5008,24.57,31.41,19.55,0.81,69.09,4.88,14.93,2015,6,False,False,False,False,0,Baixo
2015-07-01,Petrolina/PE,-9.3986,-40.5008,24.13,30.46,19.77,0.07,66.48,5.06,15.48,2015,7,False,False,False,False,0,Baixo
2015-07-02,Petrolina/PE,-9.3986,-40.5008,24.28,30.17,19.88,0.01,67.22,5.01,15.23,2015,7,False,False,False,False,0,Baixo
